"Connection
Origin",,"Connection
Termination",,"Data
Type","Article
Reported
Value","Article
Selected
Value?","Selected
Value
Date","Site Size
Relative
To Region","Site
Extension","Extended
Regions","Pathway
Tracer","Male or
Female","Primary
Collator","Additional
Collator",Reference Article,"Regional
Nomenclature
Applied","Additional
Annotations"
one,VISli,two,VISrl,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISli,one,VISal,retro,strong,yes,11 2016,large,no,,WGA-HRP,unreported,"Bota, M.","Swanson, L.W.",Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,Bota et al. (2015). See Fig. 5A; the outlined region labeled LI.
one,VISli,two,VISal,retro,absent,yes,11 2016,large,small,VISp,WGA-HRP,unreported,"Swanson, L.W.",,Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,See Fig. 5A; the outlined region labeled LI (contralaterally).
one,VISli,one,VISlla,,no article,yes,11 2016,,,,,,"Bota, M.","Swanson, L.W.",,,Bota et al. (2015).
one,VISli,two,VISlla,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISli,one,VISll,,no article,yes,11 2016,,,,,,"Bota, M.","Swanson, L.W.",,,Bota et al. (2015).
one,VISli,two,VISll,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISli,one,VISli,,identity,yes,05 2017,,,,,,,,,,
one,VISli,two,VISli,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISli,one,VISlm,retro,absent,yes,11 2016,large,small,VISp,WGA-HRP,male,"Bota, M.","Swanson, L.W.",Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,Bota et al. (2015). See Fig. 5B (the region labeled LI).
one,VISli,two,VISlm,retro,absent,yes,11 2016,large,small,VISp,WGA-HRP,male,"Swanson, L.W.",,Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,"See Fig. 5B (the region labeled LI, contralaterally)."
right,VISli,right,VISpl,retro,absent,yes,11 2016,med-large,no,,WGA-HRP,unreported,"Bota, M.","Swanson, L.W.",Malach (1989) J. Neurosci. 9:3741-3752.,,"Bota et al. (2015). Collator Swanson, L.W. notes that from Fig. 9 the absence of this connections is not entirely clear."
one,VISli,two,VISpl,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
right,VISli,right,VISp,retro,strong,yes,11 2016,small,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 14C.
one,VISli,two,VISp,retro,absent,yes,11 2016,med-large,small-med,VISal,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1994) Exp. Brain Res. 100:67-84.,other,See Fig. 6H; compare with Swanson (2004) Atlas Level 44.
one,VISli,one,VISam,retro,moderate,yes,11 2016,medium,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1994) Exp. Brain Res. 100:67-84.,other,See Fig. 5-I (left); compare left halves of figures with Swanson (2004) Atlas Level 41.
one,VISli,two,VISam,retro,weak,yes,11 2016,med-large,no,,WGA-HRP,unreported,"Swanson, L.W.",,Miller & Vogt (1984) Brain Res. 297:75-89.,other,"See Fig. 5D; compare with Swanson (2004) Atlas Levels 41, 42."
one,VISli,one,VISpm,retro,moderate,yes,11 2016,large,small,VISp,WGA-HRP,male,"Swanson, L.W.",,Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,See Fig. 4B in the region labeled LI.
one,VISli,two,VISpm,retro,absent,yes,11 2016,large,small,VISp,WGA-HRP,male,"Swanson, L.W.",,Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,Entire cortex examined bilaterally (see Fig. 4B); no retrograde labeling reported in VISli (the region labeled LI on the side of the injection).
one,VISli,one,NLOT3,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to NLOT3 (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISli,two,NLOT3,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISli,one,BMAa,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to BMAa (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISli,two,BMAa,retro,absent,yes,11 2016,small-med,no,,HRP,unreported,"Swanson, L.W.",,Veening (1978) Neurosci. Lett. 8:191-195.,other,See p. 192 & Fig. 2.
one,VISli,one,BMAp,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to BMAp (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISli,two,BMAp,retro,absent,yes,11 2016,medium,small-med,BMAa,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,See p. 35; whole brain examined (p. 47).
one,VISli,one,BLAa,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to BLAa (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISli,two,BLAa,retro,absent,yes,11 2016,medium,no,,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,"See pp. 34-35 and Fig. 7, and p. 47 (whole brain examined)."
one,VISli,one,BLAp,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to BLAp (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISli,two,BLAp,retro,absent,yes,11 2016,medium,small-med,BLAa,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,See pp. 34-35 & Fig. 5; whole brain examined (p. 47).
one,VISli,one,LA,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to LA (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISli,two,LA,retro,absent,yes,11 2016,medium,no,,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,See pp. 32-34 & Fig. 2; whole brain examined (p. 47).
one,VISli,one,PA,retro,absent,yes,11 2016,small-med,no,,Fluoro-Gold,male,"Bota, M.","Swanson, L.W.",Canteras et al. (1992) J. Comp. Neurol. 324:143-179.,Swanson BM1 (1992),Bota et al. (2015).
one,VISli,two,PA,retro,absent,yes,11 2016,small-med,no,,Fluoro-Gold,male,"Swanson, L.W.",,Canteras et al. (1992) J. Comp. Neurol. 324:143-179.,Swanson BM1 (1992),See p. 153.
one,VISli,one,EPv,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to EPv (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISli,two,EPv,retro,absent,yes,10 2016,medium,no,,HRP,unreported,"Swanson, L.W.",,Ottersen (1980) J. Comp. Neurol. 194:267-289.,other,"See p. 279 (from the description, both sides of the brain were examined) and Fig. 10 (case RV23)."
one,VISli,one,EPd,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to EPd (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISli,two,EPd,retro,absent,yes,10 2016,medium,no,,HRP,unreported,"Swanson, L.W.",,Ottersen (1980) J. Comp. Neurol. 194:267-289.,other,"See p. 279 (from the description, both sides of the brain were examined) and Fig. 10 (case RV23). Confirmed in Ottersen (1982) J. Comp. Neurol. 205:30-48, pp. 38, 47 and Fig. 20, Case RD26."
one,VISli,one,CLA,retro,weak,yes,11 2016,small-med,no,,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Zhang et al. (2001) J. Neurosci. 21:3674-3687.,Paxinos & Watson (1998),Bota et al. (2015). See Fig. 6G; compare with Swanson (2004) Atlas Level 41.
one,VISli,two,CLA,retro,weak,yes,11 2016,small-med,no,,Fluoro-Gold,male,"Swanson, L.W.",,Zhang et al. (2001) J. Neurosci. 21:3674-3687.,Paxinos & Watson (1998),See p. 3681-3682.
one,VISli,one,6b,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISli,two,6b,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,MOB,retro,absent,yes,11 2016,unreported,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Mohedano-Moriano et al. (2012) Front. Neuroanat. 6(19):1-10.,Paxinos & Watson (2007),Not observed; see p. 3.
one,VISlm,two,MOB,retro,absent,yes,11 2016,unreported,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Mohedano-Moriano et al. (2012) Front. Neuroanat. 6(19):1-10.,Paxinos & Watson (2007),Not observed; see p. 3.
one,VISlm,one,AOB,retro,absent,yes,11 2016,small-med,no,,BDA-10K,unreported,"Swanson, L.W.",,Mohedano-Moriano et al. (2012) Front. Neuroanat. 6(19):1-10.,Paxinos & Watson (2007),Not observed; see pp. 3-4.
one,VISlm,two,AOB,retro,absent,yes,11 2016,small-med,no,,BDA-10K,unreported,"Swanson, L.W.",,Mohedano-Moriano et al. (2012) Front. Neuroanat. 6(19):1-10.,Paxinos & Watson (2007),Not observed; see pp. 3-4.
one,VISlm,one,AOA,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to AON (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,AOA,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,TTv,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to TTv (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,TTv,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,TTd,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to TTd (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,TTd,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,PIR,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to PIR (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,PIR,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,COAa,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to COAa (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,COAa,retro,absent,yes,11 2016,medium,small-med,COApl,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Not observed; see p. 36. Whole brain examined (p. 47).
one,VISlm,one,COApm,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to COApm (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,COApm,retro,absent,yes,11 2016,medium,small-med,"TR, ENTl",HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Not observed; see Fig. 8. Whole brain examined (p. 47).
one,VISlm,one,COApl,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to COApl (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,COApl,retro,absent,yes,11 2016,medium,small-med,COApl,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Not observed; see p. 35 (experiment RB52). Whole brain examined (p. 47).
one,VISlm,one,NLOT,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to NLOT (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,NLOT,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,PAA,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to PAA (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,PAA,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,TR,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to TR (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
left,VISlm,right,TR,retro,absent,yes,11 2016,medium,small,"BLAp, PIR, ENTl",Fluoro-Gold,female,"Swanson, L.W.",,Santiago & Shammah-Lagnado (2005) J. Comp. Neurol. 489:349-371.,Paxinos & Watson (1986),See Table 1 & Fig. 3.
one,VISlm,one,IG,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to IG (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,IG,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,FC,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to FC (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,FC,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,DG,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to DG (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,DG,retro,absent,yes,11 2016,large,large,"CA3, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8 & p. 4.
one,VISlm,one,CA3,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to CA3 (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,CA3,retro,absent,yes,11 2016,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8 & p. 4.
one,VISlm,one,CA2,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to CA2 (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,CA2,retro,absent,yes,11 2016,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8 & p. 4.
one,VISlm,one,CA1v,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to CA1v (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,CA1v,retro,absent,yes,11 2016,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8 & p. 4.
one,VISlm,one,CA1d,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to CA1d (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,CA1d,retro,absent,yes,11 2016,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8 & p. 4.
one,VISlm,one,SUBv,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to SUBv (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,SUBv,retro,absent,yes,11 2016,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8 & p. 4.
one,VISlm,one,SUBd,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to SUBd (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,SUBd,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,PAR,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to PAR (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,PAR,retro,absent,yes,11 2016,medium,no,,Fast Blue,male,"Swanson, L.W.",,van Groen & Wyss (1990) Brain Res. 518:227-243.,other,See Fig. 9 & pp. 236-238.
one,VISlm,one,PRE,retro,absent,yes,11 2016,medium,no,,Fast Blue,male,"Swanson, L.W.",,van Groen & Wyss (1990) Brain Res. 518:227-243.,other,See p. 232.
one,VISlm,two,PRE,retro,absent,yes,11 2016,medium,no,,Fast Blue,male,"Swanson, L.W.",,van Groen & Wyss (1990) Brain Res. 518:227-243.,other,See p. 232.
one,VISlm,one,POST,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (1990) Brain Res. 529:165-177.,other,"See p. 173 & Fig. 5D,E; compare with Swanson (2004) Atlas Levels 41-43."
one,VISlm,two,POST,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (1990) Brain Res. 529:165-177.,other,"See p. 173 & Fig. 5D,E; compare with Swanson (2004) Atlas Levels 40-43."
one,VISlm,one,ENTm,retro,absent,yes,11 2016,small-med,no,,Diamidino Yellow,male,"Bota, M.","Swanson, L.W.",Burwell & Amaral (1998) J. Comp. Neurol. 398:179-205.,other,"Bota et al. (2015). Collator Swanson, L.W. notes see Fig. 12H; compare with Swanson (2004) Atlas Level 43."
one,VISlm,two,ENTm,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,ENTl,retro,v.weak,yes,11 2016,small-med,no,,Diamidino Yellow,male,"Swanson, L.W.",,Burwell & Amaral (1998) J. Comp. Neurol. 398:179-205.,other,See Fig. 11H; compare with Swanson (2004) Atlas Level 44.
one,VISlm,two,ENTl,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,ILA,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to ILA (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,ILA,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,Hoover & Vertes (2007) Brain Struct. Funct. 212:149-179.,Swanson BM2 (1998),"See Fig. 8T,U."
one,VISlm,one,PL,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to PL (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,PL,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,Hoover & Vertes (2007) Brain Struct. Funct. 212:149-179.,Swanson BM2 (1998),See Fig. 5.
one,VISlm,one,ACAv,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to ACAv (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
left,VISlm,right,ACAv,retro,absent,yes,11 2016,small,medium,ACAd,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1990) J. Comp. Neurol. 294:262-280.,other,"See Fig. 5 & p. 269; despite injection spread to ACAd, no contralateral retrograde labeling reported in VISlm."
one,VISlm,one,ACAd,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Bota, M.","Swanson, L.W.",Hoover & Vertes (2007) Brain Struct. Funct. 212:149-179.,Swanson BM2 (1998),"Bota et al. (2015). See Fig. 3T,U."
one,VISlm,two,ACAd,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,Hoover & Vertes (2007) Brain Struct. Funct. 212:149-179.,Swanson BM2 (1998),"See Fig. 3T,U."
one,VISlm,one,RSPv,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to RSPv (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,RSPv,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (2003) J. Comp. Neurol. 463:249-263.,other,See pp. 255-256 & Fig. 7.
one,VISlm,one,RSPv.a,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to ACAv.a (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,RSPv.a,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (1990) J. Comp. Neurol. 300:593-606.,other,See Fig. 7 & p. 600.
one,VISlm,one,RSPv.b/c,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to ACAv.b/c (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,RSPv.b/c,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (2003) J. Comp. Neurol. 463:249-263.,other,See pp. 255-256 & Figs. 5D & 7.
